1754598170.558196,uwb,3,0.8442639708518982,8125,1379,7225,7325,6019,56,1996,120,47649
1754598170.6703644,uwb,3,0.8395739793777466,8126,1636,7713,7470,7185,64,1887,120,48087
1754598170.802563,uwb,3,0.8114320039749146,8127,1477,7754,7489,4187,60,2323,123,47738
1754598170.9147313,uwb,3,0.8020510077476501,8128,1470,7206,7310,7110,60,1826,116,47706
1754598171.0459282,uwb,3,0.8677160143852234,8129,1627,6929,7844,7516,64,2146,121,47944
1754598171.1580966,uwb,3,0.7692189812660217,8130,1661,7296,7477,6735,68,1895,119,47836
1754598171.2892935,uwb,3,0.8020510077476501,8131,1636,7183,7498,6976,64,1969,117,48020
1754598171.401462,uwb,3,0.8020510077476501,8132,1533,7869,8163,7371,60,2277,123,47966
1754598171.532659,uwb,3,0.8020510077476501,8133,1278,7138,7637,7092,52,1941,120,47697
1754598171.6448274,uwb,3,0.8161219954490662,8134,1762,7527,7769,7332,72,2124,122,48091
1754598171.7760243,uwb,3,0.8114320039749146,8135,1533,7143,7743,7415,60,1894,118,47771
1754598171.888193,uwb,3,0.8255029916763306,8136,1316,7105,7292,6580,56,1939,122,47708
1754598172.0193896,uwb,3,0.834883987903595,8137,1279,7063,7621,7374,52,2065,122,47941
1754598172.1315582,uwb,3,0.7692189812660217,8138,2020,7478,7968,7522,80,1980,119,47837
1754598172.2627552,uwb,3,0.8020510077476501,8139,1471,7467,7143,6954,60,1771,119,48019
1754598172.3749235,uwb,3,0.8208119869232178,8140,1695,7703,7944,7366,64,2050,117,47965
1754598172.5061204,uwb,3,0.8114320039749146,8141,1470,7593,7788,6713,60,2148,123,47646
1754598172.618289,uwb,3,0.8161219954490662,8142,1423,7262,7808,7170,56,2090,119,48072
1754598172.749486,uwb,3,0.8301929831504822,8143,1522,7627,8080,7434,60,1977,121,47704
1754598172.8616543,uwb,3,0.8020510077476501,8144,1529,7458,8085,7737,60,2024,123,47701
1754598172.9938526,uwb,3,0.8020510077476501,8145,1432,7206,7870,7530,56,1936,119,47961
1754598173.1060212,uwb,3,0.7739089727401733,8146,1563,7502,7744,7514,64,2031,121,47897
1754598173.2372181,uwb,3,0.7879800200462341,8147,1180,7725,6803,3881,48,2074,124,47609
1754598173.3493865,uwb,3,0.8255029916763306,8148,1336,7870,8210,7370,52,2325,123,47582
1754598173.747985,uwb,3,0.7645279765129089,8149,1525,7640,7811,5422,60,2161,121,47789
1754598174.5051217,uwb,3,0.8067409992218018,8150,1464,6949,7373,7144,60,1765,117,47946
1754598174.861657,uwb,3,0.872406005859375,8151,1540,7922,7486,5547,60,2162,119,47786
1754598174.9738252,uwb,3,0.834883987903595,8152,943,7223,7002,4050,40,1749,118,47672
1754598175.0859938,uwb,3,0.7785990238189697,8153,1829,7336,7998,8098,72,2020,122,47892
1754598175.1991637,uwb,3,0.8208119869232178,8154,1846,7524,7479,7805,76,1975,122,47695
1754598175.5526943,uwb,3,0.8630260229110718,8155,1032,6850,7451,6531,40,1600,116,47776
1754598175.6858943,uwb,3,0.8442639708518982,8156,1269,6349,7458,7140,52,1603,119,47881
1754598175.7980628,uwb,3,0.858335018157959,8157,1288,7623,7510,5135,52,2048,122,47726
1754598175.9292598,uwb,3,0.858335018157959,8158,1228,7405,7894,6500,48,1824,122,47843
1754598176.041428,uwb,3,0.8208119869232178,8159,1629,7065,7851,7944,64,1916,119,47637
1754598176.172625,uwb,3,0.848954975605011,8160,1129,7630,7321,4204,44,2050,123,47736
1754598176.2847934,uwb,3,0.8536450266838074,8161,1624,7371,7885,7371,64,1935,119,48089
1754598176.4159904,uwb,3,0.8770970106124878,8162,1340,7779,8103,7068,52,2308,123,47713
1754598176.528159,uwb,3,0.8161219954490662,8163,1568,7312,7391,7038,64,1721,118,48017
1754598176.6593559,uwb,3,0.9005489945411682,8164,1619,7404,7823,6473,64,2262,121,48098
1754598176.7715242,uwb,3,0.8301929831504822,8165,1178,7357,7237,7109,48,1754,117,47939
1754598176.9027212,uwb,3,0.8301929831504822,8166,1426,7255,7869,7069,56,1923,120,48092
1754598177.0148897,uwb,3,0.8442639708518982,8167,1002,7595,7436,5255,40,2059,122,47852
1754598177.1460865,uwb,3,0.8911679983139038,8168,1185,7044,7087,4132,48,1764,117,47927
1754598177.258255,uwb,3,0.8630260229110718,8169,1084,7724,7289,4368,44,2082,121,47733
1754598177.389452,uwb,3,0.8630260229110718,8170,1026,6948,7660,5988,40,1790,117,47846
1754598177.502622,uwb,3,0.8114320039749146,8171,1275,7320,7169,4948,52,1992,116,48110
1754598177.6338189,uwb,3,0.8301929831504822,8172,1175,8214,7780,5295,44,2210,121,47662
1754598177.7459872,uwb,3,0.834883987903595,8173,1128,7138,7688,7404,44,2070,120,47960
1754598177.8771842,uwb,3,0.8067409992218018,8174,1626,7847,7597,7446,64,1960,121,48075
1754598177.9893527,uwb,3,0.8020510077476501,8175,1829,7742,7780,7944,72,2015,121,47817
1754598178.1205494,uwb,3,0.8067409992218018,8176,1654,7715,7770,7389,68,1996,122,47877
